"ID","Name","LongName","Parent","Component","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","AD","CD","CLOC","PDA","PUA","TAD","TCD","TCLOC","TPDA","TPUA","LLOC","LOC","NA","NCL","NEN","NG","NIN","NM","NPA","NPKG","NPM","NS","TLLOC","TLOC","TNA","TNCL","TNDI","TNEN","TNFI","TNG","TNIN","TNM","TNOS","TNPA","TNPCL","TNPEN","TNPIN","TNPKG","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Code Style Rules","Correctness Rules","Design Rules","Design Pattern","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Vulnerability Rules"
"L11324","rules","org.junit.jupiter.migrationsupport.rules","L11314","L103","0","0","0","0","0","0","0","0","0.2","0.269373","292","5","20","0.282609","0.304631","421","13","33","792","1350","53","40","0","10","0","86","11","2","16","0","961","1738","55","48","24","0","34","12","2","108","173","11","19","0","2","2","31","0","0","1","401","15","80","0","0","42","19","0","10","0","3","0","3","0","0","0","0","0","19","0","0","0","0"
"L11904","converter","org.junit.jupiter.params.converter","L11879","L103","0","0","0","0","0","0","0","0","0.7","0.339775","211","7","3","0.7","0.339775","211","7","3","410","725","7","9","0","0","2","41","1","0","14","0","410","725","7","9","22","0","10","0","2","41","80","1","3","0","1","0","14","0","0","0","99","3","6","1","0","5","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L12431","provider","org.junit.jupiter.params.provider","L11879","L103","0","0","0","0","0","0","0","0","1","0.340751","490","13","0","1","0.340751","490","13","0","948","1778","23","17","3","0","2","129","9","0","16","0","948","1778","23","17","22","3","22","0","2","129","252","9","0","1","2","0","16","0","0","0","305","12","85","3","0","65","24","0","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"L13093","support","org.junit.jupiter.params.support","L11879","L103","0","0","0","0","0","0","0","0","1","0.489796","48","3","0","1","0.489796","48","3","0","50","116","1","1","0","0","1","4","0","0","1","0","50","116","1","1","15","0","3","0","1","4","9","0","1","0","1","0","1","0","0","1","7","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13393","annotation","org.junit.platform.commons.annotation","L13382","L103","0","0","0","0","0","0","0","0","1","0.782051","61","1","0","1","0.782051","61","1","0","17","86","0","0","0","0","0","0","0","0","0","0","17","86","0","0","15","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13405","logging","org.junit.platform.commons.logging","L13382","L103","0","0","0","0","0","0","0","0","1","0.473251","115","15","0","1","0.473251","115","15","0","128","297","3","2","0","1","1","30","0","0","25","0","128","297","3","2","15","0","3","1","1","30","40","0","1","0","1","0","25","0","0","0","36","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L13555","support","org.junit.platform.commons.support","L13382","L103","0","0","0","0","0","0","0","0","1","0.542636","280","17","0","1","0.542636","280","17","0","236","588","7","5","1","0","0","29","4","0","14","0","236","588","7","5","24","1","6","0","0","29","47","4","2","1","0","0","14","0","0","0","51","0","26","1","0","22","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L13750","util","org.junit.platform.commons.util","L13382","L103","0.0408722","4","20","9","0","0","0","0","0.79798","0.25832","1467","79","20","0.79798","0.25832","1467","79","20","4212","6800","61","110","1","56","19","541","8","0","133","0","4212","6800","61","110","24","1","30","56","19","541","1380","8","18","1","0","0","133","0","0","12","1506","162","460","42","0","349","74","0","105","0","62","0","44","0","0","0","0","0","0","0","0","0","0"
"L16666","options","org.junit.platform.console.options","L16516","L103","0.216906","7","19","19","0.147541","0.178571","36","30","0.0985916","0.241379","315","7","64","0.0985916","0.241379","315","7","64","990","1518","59","11","2","23","1","134","6","0","76","24","990","1518","59","11","24","2","13","23","1","134","211","6","2","2","1","0","76","24","0","1","741","22","165","7","0","158","8","0","7","0","2","0","13","0","0","0","0","0","0","0","0","0","0"
"L17323","tasks","org.junit.platform.console.tasks","L16516","L103","0.0496282","5","17","11","0","0","0","0","0.333333","0.146006","371","1","2","0.333333","0.146006","371","1","2","2170","3097","76","25","1","20","0","213","9","0","43","1","2170","3097","76","25","24","1","23","20","0","213","875","9","1","0","0","0","43","1","0","2","597","62","96","4","0","46","53","0","38","0","0","0","22","0","0","0","1","0","0","0","0","0","0"
"L19023","subpackage","org.junit.platform.console.subpackage","L16516","L103","0","0","0","0","0","0","0","0","0","0.5625","18","0","2","0","0.5625","18","0","2","14","44","0","2","0","0","0","2","0","0","0","0","14","44","0","2","15","0","2","0","0","2","0","0","2","0","0","0","0","0","0","0","10","2","4","0","0","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L19134","discovery","org.junit.platform.engine.discovery","L19033","L103","0.238661","11","31","29","0","0","0","0","0.859375","0.407795","858","55","9","0.859375","0.407795","858","55","9","1246","2461","22","19","0","18","3","168","1","0","67","0","1246","2461","22","19","24","0","21","18","3","168","468","1","10","0","2","0","67","0","0","0","529","59","154","16","0","133","10","0","38","0","10","0","22","0","0","0","0","0","0","0","0","0","0"
"L19857","reporting","org.junit.platform.engine.reporting","L19033","L103","0","0","0","0","0","0","0","0","0.833333","0.516484","47","5","1","0.833333","0.516484","47","5","1","44","108","2","1","0","2","0","6","0","0","5","0","44","108","2","1","15","0","2","2","0","6","16","0","1","0","0","0","5","0","0","0","6","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19885","support","org.junit.platform.engine.support","L19033","L103","0.17727","15","47","35","0.0928515","0.138996","352","288","0","0","0","0","0","0.516129","0.3301","1021","80","75","0","0","0","0","0","0","0","0","0","3","0","0","2072","3791","62","42","29","0","40","43","6","257","758","0","21","0","6","3","134","4","0","1","706","58","133","12","0","90","36","0","46","0","3","0","17","0","0","0","0","0","0","0","0","0","0"
"L21216","test","org.junit.platform.engine.test","L19033","L103","0.0110565","1","1","1","0","0","0","0","0.230769","0.346154","36","3","10","0.0833333","0.181818","96","7","77","68","131","5","3","0","3","0","10","4","1","10","0","432","663","14","7","16","1","7","25","0","86","103","10","7","1","0","1","76","0","0","0","228","3","7","21","0","0","8","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L21664","core","org.junit.platform.launcher.core","L21639","L103","0.0419649","2","4","4","0","0","0","0","0.916667","0.2335","421","11","1","0.916667","0.2335","421","11","1","1382","2184","32","31","0","18","0","142","2","0","44","0","1382","2184","32","31","24","0","17","18","0","142","513","2","4","0","0","0","44","0","0","1","428","27","69","7","0","39","19","0","14","0","5","0","20","0","0","0","0","0","0","0","0","0","0"
"L22414","listeners","org.junit.platform.launcher.listeners","L21639","L103","0","0","0","0","0","0","0","0","0.7","0.346014","191","28","12","0.7","0.346014","191","28","12","361","666","23","4","0","37","2","64","0","0","56","0","361","666","23","4","15","0","5","37","2","64","84","0","2","0","2","0","56","0","0","0","104","0","16","2","0","0","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L22820","listener","org.junit.platform.launcher.listener","L21639","L103","0","0","0","0","0","0","0","0","0","0.13198","26","0","1","0","0.13198","26","0","1","171","238","2","5","0","3","0","11","0","0","3","0","171","238","2","5","15","0","2","3","0","11","74","0","1","0","0","0","3","0","0","0","39","4","9","0","0","8","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L23536","api","org.junit.platform.suite.api","L23535","L103","0","0","0","0","0","0","0","0","1","0.625251","312","11","0","1","0.625251","312","11","0","187","587","0","0","0","0","0","10","0","0","0","0","187","587","0","0","15","0","12","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L23580","provider","org.junit.platform.surefire.provider","L23579","L103","0.0228041","1","2","2","0","0","0","0","0.4","0.160555","162","2","3","0.4","0.160555","162","2","3","847","1240","18","26","0","8","0","96","0","0","13","1","847","1240","18","26","22","0","8","8","0","96","317","0","2","0","0","0","13","1","0","0","285","47","72","2","0","58","17","0","27","0","14","0","3","0","0","0","0","0","0","0","0","0","0"
"L23987","descriptor","org.junit.vintage.engine.descriptor","L23963","L103","0","0","0","0","0","0","0","0","0.25","0.251497","42","2","6","0.25","0.251497","42","2","6","125","204","7","3","0","4","0","14","4","0","7","0","125","204","7","3","15","0","4","4","0","14","32","4","2","0","0","0","7","0","0","0","44","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L24071","discovery","org.junit.vintage.engine.discovery","L23963","L103","0.0165465","1","2","2","0.244444","0.428571","11","9","0.333333","0.268059","308","1","2","0.333333","0.268059","308","1","2","841","1425","26","31","0","3","1","90","0","0","22","0","841","1425","26","31","22","0","22","3","1","90","235","0","6","0","0","0","22","0","0","0","280","8","48","0","0","29","19","0","5","0","2","0","1","0","0","0","0","0","0","0","0","0","0"
"L24672","execution","org.junit.vintage.engine.execution","L23963","L103","0","0","0","0","0","0","0","0","0.333333","0.176056","75","1","2","0.333333","0.176056","75","1","2","351","508","12","4","0","2","0","48","0","0","9","0","351","508","12","4","22","0","5","2","0","48","119","0","1","0","0","0","9","0","0","0","106","6","18","0","0","3","18","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L24914","support","org.junit.vintage.engine.support","L23963","L103","0","0","0","0","0","0","0","0","0.4","0.237668","53","2","3","0.4","0.237668","53","2","3","170","287","6","6","0","1","0","17","0","0","4","0","170","287","6","6","22","0","5","1","0","17","51","0","2","0","0","0","4","0","0","0","53","3","18","0","0","15","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L25101","samples","org.junit.vintage.engine.samples","L23963","L103","0","0","0","0","0","0","0","0","0.5","0.722222","13","1","1","0.416667","0.474522","447","35","49","5","23","0","1","0","0","0","1","0","2","1","0","495","1189","6","39","17","0","37","2","4","48","53","3","38","0","4","2","44","0","0","0","177","7","12","0","0","9","4","0","1","0","3","0","2","0","0","0","0","0","0","0","0","0","0"
"L6074","subpackage","org.junit.jupiter.engine.descriptor.subpackage","L4879","L103","0","0","0","0","0","0","0","0","0.8","0.6","48","4","1","0.8","0.6","48","4","1","32","104","0","6","0","0","0","4","0","0","0","0","32","104","0","6","16","0","4","0","0","4","0","0","5","0","0","0","0","0","0","0","15","2","4","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L6664","predicates","org.junit.jupiter.engine.discovery.predicates","L6275","L103","0","0","0","0","0","0","0","0","0.5","0.306351","246","7","7","0.5","0.306351","246","7","7","557","1056","18","42","0","0","0","80","0","0","12","0","557","1056","18","42","24","0","18","0","0","80","92","0","7","0","0","0","12","0","0","0","267","17","41","0","0","35","1","0","2","0","17","0","3","0","0","0","0","0","0","0","0","0","0"
"L8281","injection","org.junit.jupiter.engine.execution.injection","L7391","L103","0","0","0","0","0","0","0","0","0","0","0","0","0","0.366667","0.497126","173","11","19","0","0","0","0","0","0","0","0","0","1","0","0","175","427","1","10","17","0","11","0","0","19","35","0","10","0","0","1","19","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9563","sub","org.junit.jupiter.engine.extension.sub","L8487","L103","0","0","0","0","0","0","0","0","0.333333","0.320755","17","1","2","0.333333","0.320755","17","1","2","36","67","0","1","0","0","0","3","0","0","1","0","36","67","0","1","16","0","1","0","0","3","9","0","1","0","0","0","1","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11425","adapter","org.junit.jupiter.migrationsupport.rules.adapter","L11324","L103","0","0","0","0","0","0","0","0","0.294118","0.391304","63","5","12","0.294118","0.391304","63","5","12","98","209","1","4","0","0","1","14","0","0","12","0","98","209","1","4","16","0","6","0","1","14","14","0","4","0","1","0","12","0","0","0","42","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"L11536","member","org.junit.jupiter.migrationsupport.rules.member","L11324","L103","0","0","0","0","0","0","0","0","0.75","0.481752","66","3","1","0.75","0.481752","66","3","1","71","179","1","4","0","2","1","8","0","0","3","0","71","179","1","4","16","0","6","2","1","8","12","0","1","0","1","0","3","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L19886","descriptor","org.junit.platform.engine.support.descriptor","L19885","L103","0.0597037","4","20","8","0","0","0","0","0.530612","0.334755","628","52","46","0.530612","0.334755","628","52","46","1248","2286","36","22","0","35","2","172","0","0","86","3","1248","2286","36","22","26","0","23","35","2","172","408","0","12","0","2","0","86","3","0","1","412","28","88","9","0","54","24","0","26","0","2","0","11","0","0","0","0","0","0","0","0","0","0"
"L20512","filter","org.junit.platform.engine.support.filter","L19885","L103","0","0","0","0","0","0","0","0","0.8","0.505155","49","4","1","0.8","0.505155","49","4","1","48","118","2","2","0","0","0","4","0","0","3","0","48","118","2","2","16","0","3","0","0","4","10","0","2","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L20549","hierarchical","org.junit.platform.engine.support.hierarchical","L19885","L103","0.353946","11","27","27","0","0","0","0","0.461538","0.307143","344","24","28","0.461538","0.307143","344","24","28","776","1387","24","18","0","8","4","81","0","0","45","1","776","1387","24","18","26","0","14","8","4","81","340","0","7","0","4","0","45","1","0","0","291","30","45","3","0","36","12","0","20","0","1","0","6","0","0","0","0","0","0","0","0","0","0"
"L21227","event","org.junit.platform.engine.test.event","L21216","L103","0.0126939","1","1","1","0.0934579","0.117647","10","8","0.056338","0.141509","60","4","67","0.056338","0.141509","60","4","67","364","532","9","4","1","22","0","76","6","0","66","0","364","532","9","4","16","1","4","22","0","76","88","6","4","1","0","0","66","0","0","0","195","3","6","20","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L25104","junit3","org.junit.vintage.engine.samples.junit3","L25101","L103","0","0","0","0","0","0","0","0","0.5","0.580645","36","3","3","0.5","0.580645","36","3","3","26","82","0","3","0","0","0","3","0","0","3","0","26","82","0","3","16","0","3","0","0","3","5","0","3","0","0","0","3","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"L25122","junit4","org.junit.vintage.engine.samples.junit4","L25101","L103","0","0","0","0","0","0","0","0","0.407895","0.461717","398","31","45","0.407895","0.461717","398","31","45","464","1084","6","35","0","2","4","44","3","0","40","0","464","1084","6","35","16","0","33","2","4","44","48","3","34","0","4","0","40","0","0","0","167","7","11","0","0","9","4","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0"
"L8282","sample","org.junit.jupiter.engine.execution.injection.sample","L8281","L103","0","0","0","0","0","0","0","0","0.366667","0.497126","173","11","19","0.366667","0.497126","173","11","19","175","427","1","10","0","0","0","19","0","0","19","0","175","427","1","10","17","0","11","0","0","19","35","0","10","0","0","0","19","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
